id,year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit,serial_number,serial_number_1
14347,2021,Q,Health Care and Social Assistance,a_0,Total assets,3132,DOLLARS(millions),288,288
14448,2021,Q,Health Care and Social Assistance,c_6-9,Total income,1081,DOLLARS(millions),289,289
14507,2016,Q,Health Care and Social Assistance,h_200+,Activity unit,81,COUNT,290,290
14534,2019,Q,Health Care and Social Assistance,h_200+,Activity unit,78,COUNT,291,291
14558,2011,Q,Health Care and Social Assistance,e_20-49,Total expenditure,1308,DOLLARS(millions),292,292
14627,2019,Q,Health Care and Social Assistance,b_1-5,Total expenditure,1877,DOLLARS(millions),293,293
14648,2021,Q,Health Care and Social Assistance,e_20-49,Total expenditure,2881,DOLLARS(millions),294,294
14876,2013,Q,Health Care and Social Assistance,h_200+,Salaries and wages paid,1831,DOLLARS(millions),295,295
14903,2016,Q,Health Care and Social Assistance,h_200+,Salaries and wages paid,2170,DOLLARS(millions),296,296
14907,2017,Q,Health Care and Social Assistance,c_6-9,Salaries and wages paid,458,DOLLARS(millions),297,297
15009,2017,Q,Health Care and Social Assistance,f_50-99,Operating profit before tax,37,DOLLARS(millions),298,298
15024,2019,Q,Health Care and Social Assistance,c_6-9,Operating profit before tax,95,DOLLARS(millions),299,299
15098,2016,Q,Health Care and Social Assistance,e_20-49,"Sales, government funding, grants and subsidies",1782,DOLLARS(millions),300,300
15106,2017,Q,Health Care and Social Assistance,d_10-19,"Sales, government funding, grants and subsidies",1271,DOLLARS(millions),301,301
15113,2018,Q,Health Care and Social Assistance,b_1-5,"Sales, government funding, grants and subsidies",1886,DOLLARS(millions),302,302
15230,2020,R,Arts and Recreation Services,b_1-5,Total assets,1277,DOLLARS(millions),303,303
15317,2018,R,Arts and Recreation Services,h_200+,Total income,3802,DOLLARS(millions),304,304
15324,2019,R,Arts and Recreation Services,f_50-99,Total income,480,DOLLARS(millions),305,305
15519,2019,R,Arts and Recreation Services,c_6-9,Total expenditure,369,DOLLARS(millions),306,306
15639,2021,R,Arts and Recreation Services,f_50-99,Fixed tangible assets,689,DOLLARS(millions),307,307
15699,2017,R,Arts and Recreation Services,c_6-9,Rolling mean employees,2670,COUNT,308,308
15786,2015,R,Arts and Recreation Services,i_Industry_Total,Salaries and wages paid,1229,DOLLARS(millions),309,309
15799,2017,R,Arts and Recreation Services,d_10-19,Salaries and wages paid,159,DOLLARS(millions),310,310
15838,2021,R,Arts and Recreation Services,g_100-199,Salaries and wages paid,123,DOLLARS(millions),311,311
15886,2016,R,Arts and Recreation Services,a_0,Operating profit before tax,146,DOLLARS(millions),312,312
15920,2019,R,Arts and Recreation Services,h_200+,Operating profit before tax,444,DOLLARS(millions),313,313
15927,2020,R,Arts and Recreation Services,f_50-99,Operating profit before tax,C,DOLLARS(millions),314,314
15975,2014,R,Arts and Recreation Services,i_Industry_Total,"Sales, government funding, grants and subsidies",5954,DOLLARS(millions),315,315
16065,2013,S,Other Services,i_Industry_Total,Total assets,10334,DOLLARS(millions),316,316
16197,2017,S,Other Services,f_50-99,Total income,539,DOLLARS(millions),317,317
16271,2014,S,Other Services,h_200+,Activity unit,3,COUNT,318,318
16281,2015,S,Other Services,i_Industry_Total,Activity unit,20865,COUNT,319,319
16311,2019,S,Other Services,c_6-9,Activity unit,1755,COUNT,320,320
16377,2015,S,Other Services,f_50-99,Total expenditure,442,DOLLARS(millions),321,321
16443,2011,S,Other Services,i_Industry_Total,Fixed tangible assets,2259,DOLLARS(millions),322,322
16602,2018,S,Other Services,f_50-99,Rolling mean employees,3870,COUNT,323,323
16652,2013,S,Other Services,b_1-5,Salaries and wages paid,792,DOLLARS(millions),324,324
16713,2019,S,Other Services,i_Industry_Total,Salaries and wages paid,3309,DOLLARS(millions),325,325
16739,2011,S,Other Services,h_200+,Operating profit before tax,-4,DOLLARS(millions),326,326
16750,2013,S,Other Services,a_0,Operating profit before tax,195,DOLLARS(millions),327,327
16767,2014,S,Other Services,i_Industry_Total,Operating profit before tax,623,DOLLARS(millions),328,328
16801,2018,S,Other Services,g_100-199,Operating profit before tax,8,DOLLARS(millions),329,329
16896,2018,S,Other Services,c_6-9,"Sales, government funding, grants and subsidies",1517,DOLLARS(millions),330,330
16922,2021,S,Other Services,b_1-5,"Sales, government funding, grants and subsidies",3165,DOLLARS(millions),331,331
16934,2015,all,All Industries,j_Grand_Total,Total assets,1833614,DOLLARS(millions),332,332
16944,2014,all,All Industries,j_Grand_Total,Total income,573570,DOLLARS(millions),333,333
16983,2020,all,All Industries,j_Grand_Total,Fixed tangible assets,562451,DOLLARS(millions),334,334
108,2011,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Total income,32642,DOLLARS(millions),335,335
351,2016,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Total expenditure,32854,DOLLARS(millions),336,336
406,2012,A,"Agriculture, Forestry and Fishing",a_0,Fixed tangible assets,31996,DOLLARS(millions),337,337
468,2018,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Fixed tangible assets,97783,DOLLARS(millions),338,338
520,2013,A,"Agriculture, Forestry and Fishing",g_100-199,Rolling mean employees,4119,COUNT,339,339
564,2018,A,"Agriculture, Forestry and Fishing",f_50-99,Rolling mean employees,9450,COUNT,340,340
596,2011,A,"Agriculture, Forestry and Fishing",b_1-5,Salaries and wages paid,1435,DOLLARS(millions),341,341
624,2014,A,"Agriculture, Forestry and Fishing",c_6-9,Salaries and wages paid,584,DOLLARS(millions),342,342
669,2019,A,"Agriculture, Forestry and Fishing",c_6-9,Salaries and wages paid,778,DOLLARS(millions),343,343
670,2019,A,"Agriculture, Forestry and Fishing",d_10-19,Salaries and wages paid,706,DOLLARS(millions),344,344
685,2021,A,"Agriculture, Forestry and Fishing",a_0,Salaries and wages paid,498,DOLLARS(millions),345,345
720,2013,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Operating profit before tax,C,DOLLARS(millions),346,346
906,2012,B,Mining,f_50-99,Total assets,C,DOLLARS(millions),347,347
908,2012,B,Mining,h_200+,Total assets,C,DOLLARS(millions),348,348
965,2019,B,Mining,b_1-5,Total assets,612,DOLLARS(millions),349,349
1050,2017,B,Mining,f_50-99,Total income,1521,DOLLARS(millions),350,350
1074,2020,B,Mining,c_6-9,Total income,103,DOLLARS(millions),351,351
1114,2013,B,Mining,g_100-199,Activity unit,9,COUNT,352,352
1132,2015,B,Mining,g_100-199,Activity unit,6,COUNT,353,353
1141,2016,B,Mining,g_100-199,Activity unit,3,COUNT,354,354
1188,2021,B,Mining,i_Industry_Total,Activity unit,681,COUNT,355,355
1203,2012,B,Mining,f_50-99,Total expenditure,707,DOLLARS(millions),356,356
1211,2013,B,Mining,e_20-49,Total expenditure,801,DOLLARS(millions),357,357
1278,2020,B,Mining,i_Industry_Total,Total expenditure,4514,DOLLARS(millions),358,358
1311,2013,B,Mining,f_50-99,Fixed tangible assets,1306,DOLLARS(millions),359,359
1332,2015,B,Mining,i_Industry_Total,Fixed tangible assets,8113,DOLLARS(millions),360,360
1338,2016,B,Mining,f_50-99,Fixed tangible assets,266,DOLLARS(millions),361,361
1397,2012,B,Mining,b_1-5,Rolling mean employees,300,COUNT,362,362
1422,2014,B,Mining,i_Industry_Total,Rolling mean employees,6183,COUNT,363,363
1488,2011,B,Mining,c_6-9,Salaries and wages paid,12,DOLLARS(millions),364,364
1545,2017,B,Mining,f_50-99,Salaries and wages paid,132,DOLLARS(millions),365,365
1572,2020,B,Mining,f_50-99,Salaries and wages paid,124,DOLLARS(millions),366,366
1689,2011,B,Mining,f_50-99,"Sales, government funding, grants and subsidies",1188,DOLLARS(millions),367,367
1695,2012,B,Mining,c_6-9,"Sales, government funding, grants and subsidies",C,DOLLARS(millions),368,368
1783,2011,C,Manufacturing,a_0,Total assets,2173,DOLLARS(millions),369,369
1805,2013,C,Manufacturing,e_20-49,Total assets,5438,DOLLARS(millions),370,370
1814,2014,C,Manufacturing,e_20-49,Total assets,5623,DOLLARS(millions),371,371
1897,2012,C,Manufacturing,g_100-199,Total income,11544,DOLLARS(millions),372,372
2022,2015,C,Manufacturing,f_50-99,Activity unit,429,COUNT,373,373
2250,2018,C,Manufacturing,i_Industry_Total,Fixed tangible assets,29141,DOLLARS(millions),374,374
2326,2016,C,Manufacturing,d_10-19,Rolling mean employees,25065,COUNT,375,375
2343,2018,C,Manufacturing,c_6-9,Rolling mean employees,13296,COUNT,376,376
2396,2013,C,Manufacturing,b_1-5,Salaries and wages paid,653,DOLLARS(millions),377,377
2460,2020,C,Manufacturing,c_6-9,Salaries and wages paid,680,DOLLARS(millions),378,378
2471,2021,C,Manufacturing,e_20-49,Salaries and wages paid,1959,DOLLARS(millions),379,379
2472,2021,C,Manufacturing,f_50-99,Salaries and wages paid,2016,DOLLARS(millions),380,380
2579,2011,C,Manufacturing,e_20-49,"Sales, government funding, grants and subsidies",7997,DOLLARS(millions),381,381
2594,2013,C,Manufacturing,b_1-5,"Sales, government funding, grants and subsidies",3629,DOLLARS(millions),382,382
2650,2019,C,Manufacturing,d_10-19,"Sales, government funding, grants and subsidies",5593,DOLLARS(millions),383,383
2725,2016,D,"Electricity, Gas, Water and Waste Services",g_100-199,Total assets,3746,DOLLARS(millions),384,384
2750,2019,D,"Electricity, Gas, Water and Waste Services",e_20-49,Total assets,1156,DOLLARS(millions),385,385
2878,2011,D,"Electricity, Gas, Water and Waste Services",g_100-199,Activity unit,9,COUNT,386,386
2885,2012,D,"Electricity, Gas, Water and Waste Services",e_20-49,Activity unit,30,COUNT,387,387
2968,2021,D,"Electricity, Gas, Water and Waste Services",g_100-199,Activity unit,15,COUNT,388,388
3000,2014,D,"Electricity, Gas, Water and Waste Services",c_6-9,Total expenditure,126,DOLLARS(millions),389,389
3159,2020,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Fixed tangible assets,59957,DOLLARS(millions),390,390
3165,2021,D,"Electricity, Gas, Water and Waste Services",f_50-99,Fixed tangible assets,776,DOLLARS(millions),391,391
3166,2021,D,"Electricity, Gas, Water and Waste Services",g_100-199,Fixed tangible assets,4341,DOLLARS(millions),392,392
3196,2014,D,"Electricity, Gas, Water and Waste Services",a_0,Rolling mean employees,0,COUNT,393,393
3387,2013,D,"Electricity, Gas, Water and Waste Services",c_6-9,Operating profit before tax,11,DOLLARS(millions),394,394
3438,2018,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Operating profit before tax,2323,DOLLARS(millions),395,395
3439,2019,D,"Electricity, Gas, Water and Waste Services",a_0,Operating profit before tax,223,DOLLARS(millions),396,396
3442,2019,D,"Electricity, Gas, Water and Waste Services",d_10-19,Operating profit before tax,25,DOLLARS(millions),397,397
3486,2013,D,"Electricity, Gas, Water and Waste Services",c_6-9,"Sales, government funding, grants and subsidies",119,DOLLARS(millions),398,398
3591,2013,E,Construction,i_Industry_Total,Total assets,22315,DOLLARS(millions),399,399
3652,2020,E,Construction,g_100-199,Total assets,2332,DOLLARS(millions),400,400
3707,2015,E,Construction,h_200+,Total income,7224,DOLLARS(millions),401,401
3734,2018,E,Construction,h_200+,Total income,9609,DOLLARS(millions),402,402
3747,2020,E,Construction,c_6-9,Total income,6084,DOLLARS(millions),403,403
3761,2021,E,Construction,h_200+,Total income,11158,DOLLARS(millions),404,404
3792,2014,E,Construction,c_6-9,Activity unit,2199,COUNT,405,405
3881,2013,E,Construction,b_1-5,Total expenditure,6935,DOLLARS(millions),406,406
3924,2017,E,Construction,i_Industry_Total,Total expenditure,53120,DOLLARS(millions),407,407
4007,2016,E,Construction,b_1-5,Fixed tangible assets,1291,DOLLARS(millions),408,408
4018,2017,E,Construction,d_10-19,Fixed tangible assets,814,DOLLARS(millions),409,409
4083,2013,E,Construction,f_50-99,Rolling mean employees,9282,COUNT,410,410
4170,2012,E,Construction,c_6-9,Salaries and wages paid,807,DOLLARS(millions),411,411
4222,2018,E,Construction,a_0,Salaries and wages paid,1371,DOLLARS(millions),412,412
4319,2017,E,Construction,h_200+,Operating profit before tax,5,DOLLARS(millions),413,413
4355,2021,E,Construction,h_200+,Operating profit before tax,556,DOLLARS(millions),414,414
4424,2018,E,Construction,e_20-49,"Sales, government funding, grants and subsidies",7922,DOLLARS(millions),415,415
4441,2020,E,Construction,d_10-19,"Sales, government funding, grants and subsidies",8437,DOLLARS(millions),416,416
4459,2011,F,Wholesale Trade,d_10-19,Total assets,3524,DOLLARS(millions),417,417
4486,2014,F,Wholesale Trade,d_10-19,Total assets,3060,DOLLARS(millions),418,418
4511,2017,F,Wholesale Trade,b_1-5,Total assets,4625,DOLLARS(millions),419,419
4526,2018,F,Wholesale Trade,h_200+,Total assets,12274,DOLLARS(millions),420,420
4531,2019,F,Wholesale Trade,d_10-19,Total assets,5888,DOLLARS(millions),421,421
4559,2011,F,Wholesale Trade,e_20-49,Total income,10539,DOLLARS(millions),422,422
4605,2016,F,Wholesale Trade,f_50-99,Total income,11448,DOLLARS(millions),423,423
4740,2020,F,Wholesale Trade,f_50-99,Activity unit,237,COUNT,424,424
4792,2015,F,Wholesale Trade,d_10-19,Total expenditure,7684,DOLLARS(millions),425,425
4925,2019,F,Wholesale Trade,b_1-5,Fixed tangible assets,563,DOLLARS(millions),426,426
4945,2021,F,Wholesale Trade,d_10-19,Fixed tangible assets,683,DOLLARS(millions),427,427
5028,2019,F,Wholesale Trade,f_50-99,Rolling mean employees,16317,COUNT,428,428
5061,2012,F,Wholesale Trade,c_6-9,Salaries and wages paid,412,DOLLARS(millions),429,429
5086,2015,F,Wholesale Trade,a_0,Salaries and wages paid,285,DOLLARS(millions),430,430
5152,2011,F,Wholesale Trade,d_10-19,Operating profit before tax,391,DOLLARS(millions),431,431
5245,2021,F,Wholesale Trade,g_100-199,Operating profit before tax,343,DOLLARS(millions),432,432
5295,2016,F,Wholesale Trade,c_6-9,"Sales, government funding, grants and subsidies",5735,DOLLARS(millions),433,433
5352,2011,G,Retail Trade,f_50-99,Total assets,1212,DOLLARS(millions),434,434
5368,2013,G,Retail Trade,d_10-19,Total assets,1785,DOLLARS(millions),435,435
5426,2019,G,Retail Trade,h_200+,Total assets,11612,DOLLARS(millions),436,436
5482,2015,G,Retail Trade,a_0,Total income,3084,DOLLARS(millions),437,437
5492,2016,G,Retail Trade,b_1-5,Total income,7753,DOLLARS(millions),438,438
5502,2017,G,Retail Trade,c_6-9,Total income,4437,DOLLARS(millions),439,439
5624,2019,G,Retail Trade,h_200+,Activity unit,141,COUNT,440,440
5692,2016,G,Retail Trade,d_10-19,Total expenditure,6531,DOLLARS(millions),441,441
5702,2017,G,Retail Trade,e_20-49,Total expenditure,7415,DOLLARS(millions),442,442
5722,2019,G,Retail Trade,g_100-199,Total expenditure,9594,DOLLARS(millions),443,443
5757,2012,G,Retail Trade,f_50-99,Fixed tangible assets,227,DOLLARS(millions),444,444
5776,2014,G,Retail Trade,g_100-199,Fixed tangible assets,395,DOLLARS(millions),445,445
5976,2014,G,Retail Trade,i_Industry_Total,Salaries and wages paid,6556,DOLLARS(millions),446,446
5996,2017,G,Retail Trade,b_1-5,Salaries and wages paid,960,DOLLARS(millions),447,447
6019,2019,G,Retail Trade,g_100-199,Salaries and wages paid,1056,DOLLARS(millions),448,448
6069,2014,G,Retail Trade,c_6-9,Operating profit before tax,117,DOLLARS(millions),449,449
6098,2017,G,Retail Trade,e_20-49,Operating profit before tax,313,DOLLARS(millions),450,450
6210,2018,G,Retail Trade,i_Industry_Total,"Sales, government funding, grants and subsidies",74089,DOLLARS(millions),451,451
6228,2020,G,Retail Trade,i_Industry_Total,"Sales, government funding, grants and subsidies",79016,DOLLARS(millions),452,452
6248,2012,H,Accommodation and Food Services,b_1-5,Total assets,1876,DOLLARS(millions),453,453
6279,2015,H,Accommodation and Food Services,f_50-99,Total assets,1131,DOLLARS(millions),454,454
6287,2016,H,Accommodation and Food Services,e_20-49,Total assets,1804,DOLLARS(millions),455,455
6404,2018,H,Accommodation and Food Services,e_20-49,Total income,2751,DOLLARS(millions),456,456
6407,2018,H,Accommodation and Food Services,h_200+,Total income,2418,DOLLARS(millions),457,457
6455,2013,H,Accommodation and Food Services,b_1-5,Activity unit,7638,COUNT,458,458
6501,2018,H,Accommodation and Food Services,c_6-9,Activity unit,2889,COUNT,459,459
6590,2017,H,Accommodation and Food Services,b_1-5,Total expenditure,2098,DOLLARS(millions),460,460
6643,2012,H,Accommodation and Food Services,a_0,Fixed tangible assets,1667,DOLLARS(millions),461,461
6686,2016,H,Accommodation and Food Services,h_200+,Fixed tangible assets,1602,DOLLARS(millions),462,462
6687,2016,H,Accommodation and Food Services,i_Industry_Total,Fixed tangible assets,8328,DOLLARS(millions),463,463
6775,2015,H,Accommodation and Food Services,g_100-199,Rolling mean employees,8439,COUNT,464,464
6806,2019,H,Accommodation and Food Services,b_1-5,Rolling mean employees,21087,COUNT,465,465
6825,2021,H,Accommodation and Food Services,c_6-9,Rolling mean employees,24036,COUNT,466,466
6915,2020,H,Accommodation and Food Services,c_6-9,Salaries and wages paid,633,DOLLARS(millions),467,467
